task_name,id,definition,inputs,targets
task1346_glue_cola_grammatical_correctness_classification,task1346-2de414f6f7bd4b6d89b3c07c0a9bcf57,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.","Handsome though they told me that Tom is, I still won't date him.",0
task1346_glue_cola_grammatical_correctness_classification,task1346-aa1ccf63ddc046baa0de07a496a7b757,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The sun radiates heat.,1
task1346_glue_cola_grammatical_correctness_classification,task1346-60d9cbb4d8884766b9737cf284f33e99,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",He turned from a prince into a frog.,1
task089_swap_words_verification,task089-7b9cc47035eb435587fe806ae619f71c,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",The blue and white gives sign information about elephant issues,"(5, 6)"
task089_swap_words_verification,task089-64e1d4c92e084a8c9e6f6b16c2f55b51,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",silver balls laying on the ground around a red smaller ball,"(9, 10)"
task955_wiki_auto_style_transfer,task955-72179960a91a4c9b90f4b584fd3b206f,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",DuckTales the Movie : Treasure of the Lost Lamp is a 1990 animated movie .,"DuckTales the Movie : Treasure of the Lost Lamp ( also known as DuckTales : The Movie ) is a 1990 animated family-oriented fantasy adventure film based on the animated television series "" DuckTales "" ."
task089_swap_words_verification,task089-58cd7d8566a5497085b08056c5748315,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A chair and a desk with a computer laptop and on it,"(9, 10)"
task089_swap_words_verification,task089-befec999b40247e9b84b9a4f59693d9e,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",the building has a yellow and white flag on it well as as a clock,"(11, 12)"
task1346_glue_cola_grammatical_correctness_classification,task1346-ad00790ba0ae45caa690112ce5785249,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",The old dog died all the way.,0
task089_swap_words_verification,task089-e628400bcd1a4b688163a06df1b9ca9a,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A large display of bananas some of hanging them from pink string,"(8, 9)"
task089_swap_words_verification,task089-48245e093b8340278f68ae9e8cb15907,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",A man with an intense holding look a baseball bat,"(6, 7)"
task1346_glue_cola_grammatical_correctness_classification,task1346-2890e30730e44ccca4aa2f3c82abd21c,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",Aunt Hattie wants you to be nice and kiss your granny.,1
task089_swap_words_verification,task089-405b4c9ae0ef43e1b06e14387643aeb3,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",skateboarders three performing tricks in concrete bowls,"(1, 2)"
task089_swap_words_verification,task089-d30189bb42aa4f1a83dca6748cb3fa03,"In this task, positions of two consecutive words have been swapped. You need to output the position of the swaped words. e.g. in the sentence 'Seattle has nice a weather', the word 'a' and 'nice' have been swapped. These words are at 3rd and 4th position respectively. So, the output should be (3, 4). Note that the index of first word is 1.",Many people are across walking the street and on the sidewalks,"(4, 5)"
task1346_glue_cola_grammatical_correctness_classification,task1346-dcf9cf9d45b849e0a9dc60dafbd6929e,"You will be given a sentence. Check whether the sentence is grammatically correct and is meaningful. If the sentence is grammatically correct, then answer with '1', otherwise answer with '0'.",I would prefer that he have not finished.,0
task955_wiki_auto_style_transfer,task955-0cf716fa6c124c2bba07cf0e9316bc8a,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.","George Ritchie Hodgson ( October 12 , 1893 – May 1 , 1983 ) was a Canadian swimmer .","George Ritchie Hodgson ( October 12 , 1893 – May 1 , 1983 ) was a Canadian competition swimmer of the early 20th century , and considered by many to be the greatest swimmer in Canadian history ."
task955_wiki_auto_style_transfer,task955-e09c1479d00e4ae58a3c449ed4ac4a30,"In this task, we ask you to elaborate the sentence without changing its general meaning. You can do so by explaining further the input sentence, using more precise wording, adding qualifiers and auxiliary information etc.",A Mercury-arc rectifier is a type of rectifier used for converting alternating current ( AC ) to direct current ( DC ) .,A mercury-arc valve or mercury-vapor rectifier or ( UK ) mercury-arc rectifier is a type of electrical rectifier used for converting high-voltage or high-current alternating current ( AC ) into direct current ( DC ) .
